Experiment (Center Point),,Experiment (Upper Bound),,Experiment (Lower Bound),,Spalart-Allmaras,,Menter-SST,,Wilcox k-w,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
,,,,,,231.5569038482674,0.000345718901453958,355.26423083695653,0.0001155088852988691,271.9810251567942,0.0004951534733441034
,,,,,,235.35872687972793,0.0003384491114701132,368.1311032141181,0.00008804523424878826,276.95163991287836,0.00048222940226171247
,,,,,,239.4550523356335,0.00033764135702746365,384.80547122160596,0.00007269789983844902,282.2155753019773,0.00047172859450726973
,,,,,,245.01632644861039,0.0003432956381260097,399.14225577984644,0.00006865912762520185,286.8992510987706,0.0004781906300484653
,,,,,,247.6507759051636,0.0003465266558966074,,,292.4643069443246,0.0004967689822294023
,,,,,,253.210395510138,0.0003465266558966074,,,295.3913679590344,0.0005
,,,,,,257.3083754740461,0.000351373182552504,,,299.1924819156366,0.0004903069466882068
,,,,,,260.81947781363857,0.0003505654281098546,,,299.7725051496561,0.00047253634894991927
,,,,,,266.67005446876703,0.00034491114701130855,,,300.0199722751731,0.00031825525040387725
,,,,,,272.2318012983161,0.00035218093699515356,,,307.0426496709302,0.00031825525040387725
,,,,,,276.6231018952389,0.00035945072697899836,,,313.780042615399,0.0003432956381260097
,,,,,,282.47462398351166,0.00035702746365105006,,,319.0472870205029,0.0003441033925686591
,,,,,,285.40097592336326,0.0003578352180936995,,,324.3079133935969,0.0003222940226171244
,,,,,,292.1303326861056,0.0003554119547657512,,,328.9771713349398,0.00027948303715670433
,,,,,,299.15490094815124,0.00036187399030694666,,,334.2359068417452,0.00025121163166397416
,,,,,,300.87748013704055,0.00024878836833602585,,,341.53795973163875,0.00020597738287560577
,,,,,,302.9267064772807,0.0002520193861066235,,,348.8423762043932,0.00016882067851373183
,,,,,,309.0687128991353,0.00024232633279483028,,,359.65694958359586,0.0001276252019386106
,,,,,,316.67637705291946,0.00024151857835218095,,,373.1095177936427,0.00010177705977382873
,,,,,,322.23670573275206,0.00024394184168012925,,,387.1546362268709,0.00010096930533117919
,,,,,,326.9163634386822,0.00023667205169628435,,,400.3226290604877,0.00010258481421647817
,,,,,,333.34790876097446,0.0002164781906300484,,,,
,,,,,,340.9442277170272,0.00017689822294022616,,,,
,,,,,,353.2213861704403,0.00013408723747980608,,,,
,,,,,,365.2090057234159,0.00010177705977382873,,,,
,,,,,,377.4939640002695,0.00008562197092084006,,,,
,,,,,,386.8549339201322,0.00007673667205169619,,,,
,,,,,,399.14367392956285,0.00007350565428109845,,,,
